query_id,post_id,grade,reason,model,seconds
s12,20235,2,Post is a giveaway by Mir Fantastiki,qwen3.6-35b-a3b,5.56
s12,21030,2,Post announces contest results from Mir Fantastiki,qwen3.6-35b-a3b,5.91
s12,19568,0,"Post is about magazine pre-order, not pranks",qwen3.6-35b-a3b,5.37
s12,9318,2,Post announces giveaway results,qwen3.6-35b-a3b,5.05
s12,21258,2,Post is a giveaway from Mir Fantastiki,qwen3.6-35b-a3b,5.52
s12,20943,2,Post is a giveaway from the specified channel,qwen3.6-35b-a3b,6.92
s12,18148,0,"Post is about pre-ordering, not pranks",qwen3.6-35b-a3b,6.39
s12,5012,1,"Giveaway by MIF, not Mir Fantastiki",qwen3.6-35b-a3b,7.64
s12,19850,0,"Post is a magazine announcement, not a prank",qwen3.6-35b-a3b,5.33
s12,4033,1,"Giveaway by other channel, not Mir Fantastiki",qwen3.6-35b-a3b,4.04
s12,7924,0,Not from Mir Fantastiki channel,qwen3.6-35b-a3b,9.19
s13,18459,1,"News about developers, not the interview itself",qwen3.6-35b-a3b,3.66
s13,19097,1,Mentions author but not an interview,qwen3.6-35b-a3b,7.96
s13,25701,2,Post contains interviews with sci-fi writers,qwen3.6-35b-a3b,5.24
s13,2717,1,"Contains interviews with directors, not sci-fi writers",qwen3.6-35b-a3b,6.04
s13,24691,2,Post lists multiple interviews with sci-fi author Gene Wolfe,qwen3.6-35b-a3b,7.31
s13,7771,0,"Parody sketch, not actual interviews",qwen3.6-35b-a3b,6.75
s13,19203,0,"Article about Strugatsky scholarship, not interviews",qwen3.6-35b-a3b,5.49
s13,2239,2,Contains interviews with sci-fi writers,qwen3.6-35b-a3b,5.47
s13,25301,0,"History of a club, not an interview",qwen3.6-35b-a3b,5.65
s13,4211,0,"Post is about a TV series, not authors",qwen3.6-35b-a3b,5.37
s13,24844,2,Post contains interview with sci-fi writer,qwen3.6-35b-a3b,5.37
s13,24942,2,Post describes conducting an interview with a sci-fi author,qwen3.6-35b-a3b,5.70
s13,20832,2,Direct interview with a sci-fi author,qwen3.6-35b-a3b,5.22
s13,18996,0,"Post is about a TV series, not authors",qwen3.6-35b-a3b,4.87
s13,2928,1,"Mentions interviews, but not with sci-fi writers",qwen3.6-35b-a3b,5.74
s13,2856,0,"Interview with a film director, not a sci-fi writer",qwen3.6-35b-a3b,6.49
s13,25468,2,Directly provides an interview with a sci-fi author,qwen3.6-35b-a3b,5.50
s13,8343,0,"Post is about developers, not sci-fi writers",qwen3.6-35b-a3b,5.34
s13,6826,0,"Interview with film premiere, not sci-fi writers",qwen3.6-35b-a3b,4.74
s13,2760,0,"Interview with philosopher, not sci-fi writer",qwen3.6-35b-a3b,4.39
s13,19974,1,"Podcast about one author, not interviews with multiple",qwen3.6-35b-a3b,6.10
s13,24871,2,Post is an interview with three sci-fi writers.,qwen3.6-35b-a3b,7.00
s13,24665,1,"Podcast about sci-fi theory, not interviews",qwen3.6-35b-a3b,6.95
s13,24886,2,Direct interview with sci-fi writer Vasily Vladimirsky,qwen3.6-35b-a3b,6.95
s13,24607,2,Podcast featuring sci-fi authors and critics,qwen3.6-35b-a3b,6.97
s13,25426,1,Mentions sci-fi writers but not an interview,qwen3.6-35b-a3b,5.95
s13,24581,2,Podcast episode featuring sci-fi writer Dmitry Zakharov,qwen3.6-35b-a3b,6.09
s13,383,1,"Interview with comic artist, not sci-fi writer",qwen3.6-35b-a3b,6.04
s13,18610,2,Post contains interview with sci-fi authors,qwen3.6-35b-a3b,5.06
s13,24633,2,Post announces an interview with sci-fi writers.,qwen3.6-35b-a3b,5.24
s13,24879,2,Post contains interviews with sci-fi authors,qwen3.6-35b-a3b,5.76
s13,463,1,"Mentions sci-fi writer, but not an interview",qwen3.6-35b-a3b,4.59
s13,18144,2,Direct interview with sci-fi author Vadim Panov,qwen3.6-35b-a3b,3.67
s13,19736,1,"Podcast about one author, not interviews with multiple writers",qwen3.6-35b-a3b,6.59
s13,25761,1,"Mentions past interview, not current content",qwen3.6-35b-a3b,5.22
s13,18795,2,Contains interview with sci-fi editor,qwen3.6-35b-a3b,3.24
s13,24631,0,"Critique of sci-fi studies, not an interview",qwen3.6-35b-a3b,5.72
s13,250,2,Post describes an interview with a sci-fi writer,qwen3.6-35b-a3b,5.86
s13,25276,0,"Anniversary post, not an interview",qwen3.6-35b-a3b,5.02
s13,25440,2,Post discusses a sci-fi writer interview,qwen3.6-35b-a3b,5.87
s13,19177,0,"News about a writer, not an interview",qwen3.6-35b-a3b,6.21
s13,24658,2,Post contains interview with sci-fi writer,qwen3.6-35b-a3b,5.97
s13,24657,2,Direct interview with a sci-fi writer,qwen3.6-35b-a3b,5.66
s13,24905,2,Post contains an interview with a sci-fi writer.,qwen3.6-35b-a3b,6.12
s13,25180,0,"Anniversary post, not an interview",qwen3.6-35b-a3b,6.27
s13,25666,2,Post contains interview with Lukyanenko,qwen3.6-35b-a3b,5.38
s13,18520,2,Direct interview with a sci-fi writer,qwen3.6-35b-a3b,5.31
s13,24612,2,Post announces interviews with sci-fi writers.,qwen3.6-35b-a3b,5.95
s13,19786,2,Direct interview with a sci-fi writer,qwen3.6-35b-a3b,6.28
s13,25092,2,Direct interview with sci-fi writer I. Vakhthanishvili,qwen3.6-35b-a3b,5.97
s13,18263,2,Direct interview with a sci-fi writer,qwen3.6-35b-a3b,2.62
s13,21571,2,Post is an interview with a sci-fi writer,qwen3.6-35b-a3b,7.53
s13,25258,1,"Story about a writer, not an interview",qwen3.6-35b-a3b,4.90
s13,24757,1,"Podcast about authors, not an interview",qwen3.6-35b-a3b,4.14
s13,10521,0,"Meme, not an interview with authors",qwen3.6-35b-a3b,5.72
h01,5033,0,"Post is about cosplay, not a deadline meme",qwen3.6-35b-a3b,4.46
h01,18379,0,"Post asks for help, not a meme about deadline",qwen3.6-35b-a3b,4.48
h01,19792,0,"Post is about Shrek 5, not work deadlines.",qwen3.6-35b-a3b,4.78
h01,22643,0,"Post is about chemistry, not work deadlines",qwen3.6-35b-a3b,4.65
h01,13070,0,Unrelated news about North Korea,qwen3.6-35b-a3b,4.25
h01,11408,0,"No meme content shown, only a link",qwen3.6-35b-a3b,4.24
h01,2894,1,Mentions deadline but not a meme,qwen3.6-35b-a3b,4.72
h01,9234,0,"Post is about bass guitar, not work deadlines",qwen3.6-35b-a3b,4.92
h01,9576,0,"Post is about memes, not work deadlines",qwen3.6-35b-a3b,5.17
h01,23446,2,"Meme about falling asleep at work, related to deadlines",qwen3.6-35b-a3b,4.94
h01,4463,0,"Post is about Marvel series, not work memes",qwen3.6-35b-a3b,4.48
h01,20775,0,"News about Venom, not a deadline meme",qwen3.6-35b-a3b,4.87
h01,10815,0,"Post is about Moscow weather, not work deadlines",qwen3.6-35b-a3b,8.28
h01,13661,0,"Meme is about tsar-meme, not work deadlines.",qwen3.6-35b-a3b,8.33
h01,17747,0,No deadline meme content present,qwen3.6-35b-a3b,4.58
h01,4735,0,"Post is about Spielberg film, not a meme",qwen3.6-35b-a3b,4.59
h01,19377,0,"Post is about game news, not work deadline meme",qwen3.6-35b-a3b,5.03
h01,19372,0,"Post is about movie marketing, not work deadline meme",qwen3.6-35b-a3b,5.00
h01,13042,0,"News about VPN, not a work deadline meme",qwen3.6-35b-a3b,4.83
h01,17836,0,"Meme is about beer, not work deadlines",qwen3.6-35b-a3b,4.69
h01,15302,2,Meme about deadline and leaving work early,qwen3.6-35b-a3b,4.85
h01,1906,2,Meme about work deadlines matches query,qwen3.6-35b-a3b,4.66
h01,8592,2,Meme about procrastination and deadlines,qwen3.6-35b-a3b,4.66
h01,9416,2,Meme depicts exhaustion from work shifts,qwen3.6-35b-a3b,4.68
h01,10238,2,Meme about work rhythm and deadlines,qwen3.6-35b-a3b,4.49
h01,9907,1,"Related to work, but not about deadlines",qwen3.6-35b-a3b,4.54
h01,17473,0,"Meme is about age, not work deadlines",qwen3.6-35b-a3b,4.85
h01,8253,2,Meme about work deadline,qwen3.6-35b-a3b,4.65
h01,16661,0,"Post is about food, not work deadlines",qwen3.6-35b-a3b,5.16
h01,16133,0,"Meme is about lateness, not deadlines",qwen3.6-35b-a3b,4.90
h01,13816,0,"Post is about fake job postings, not deadlines.",qwen3.6-35b-a3b,4.56
h01,13831,0,"Meme is about job hunting, not work deadlines",qwen3.6-35b-a3b,5.90
h01,9295,2,Meme about work deadline,qwen3.6-35b-a3b,6.40
h01,16018,2,Meme about leaving work to avoid tasks,qwen3.6-35b-a3b,5.70
h01,8178,2,Meme about procrastination and work deadlines,qwen3.6-35b-a3b,4.99
h01,15568,2,Meme matches query about work deadline/lateness,qwen3.6-35b-a3b,5.28
h01,8484,2,Meme about coding deadline exhaustion,qwen3.6-35b-a3b,5.06
h01,15631,2,Direct meme about work deadline excuse,qwen3.6-35b-a3b,4.83
h01,9464,2,Directly matches the deadline burnout meme theme,qwen3.6-35b-a3b,5.04
h01,10221,1,"Shows schedule, implies deadline stress",qwen3.6-35b-a3b,4.75
h01,7316,0,"Post is about Heinlein, not work memes",qwen3.6-35b-a3b,5.31
h01,24492,0,"Post discusses AI risks, not work deadlines.",qwen3.6-35b-a3b,6.47
h01,14008,1,"Meme about work shift, not deadline",qwen3.6-35b-a3b,5.85
h01,590,0,"Post is about Star Wars event, not work deadline meme",qwen3.6-35b-a3b,5.44
h01,6289,0,No meme about work deadlines,qwen3.6-35b-a3b,2.18
h01,15241,0,"Serious article, not a meme about deadlines",qwen3.6-35b-a3b,5.01
h01,20199,0,"Post is about Heinlein, not work deadlines",qwen3.6-35b-a3b,5.60
h01,21931,0,"Post is about a festival, not a meme",qwen3.6-35b-a3b,4.92
h01,12002,0,"Post lists top memes, not a deadline meme.",qwen3.6-35b-a3b,5.24
h01,24593,0,No meme or deadline content found,qwen3.6-35b-a3b,7.34
h01,15361,0,"Post is about resignation, not deadline",qwen3.6-35b-a3b,6.20
h01,8288,2,Meme about work deadlines and unfinished tasks,qwen3.6-35b-a3b,4.21
h01,8234,0,"Meme is about baseball, not work deadlines.",qwen3.6-35b-a3b,5.68
h01,15609,0,"Post is about job duties, not deadlines.",qwen3.6-35b-a3b,8.19
h01,15997,1,"Discusses memes at work, but not a meme itself",qwen3.6-35b-a3b,7.70
h01,15202,0,Unrelated content about a video address,qwen3.6-35b-a3b,5.17
h01,23510,1,Related theme but no specific meme,qwen3.6-35b-a3b,4.23
h01,14302,1,Mentions meme but focuses on legal case,qwen3.6-35b-a3b,5.08
h01,17765,0,"Post is about end of week, not deadline.",qwen3.6-35b-a3b,5.45
h01,5283,0,No meme content or image provided,qwen3.6-35b-a3b,4.51
h01,15526,0,"News article, not a meme",qwen3.6-35b-a3b,4.71
h01,10972,0,No deadline meme content found,qwen3.6-35b-a3b,4.66
h01,23862,0,No deadline or work context,qwen3.6-35b-a3b,4.01
h02,8575,2,Matches query exactly with kitten and exercise,qwen3.6-35b-a3b,4.31
h02,12032,0,"No cat, mirror, or derealization mentioned",qwen3.6-35b-a3b,4.71
h02,19731,0,Не относится к запросу о коте и дереализации,qwen3.6-35b-a3b,4.86
h02,23218,0,"Discusses quantum physics, not derealization memes",qwen3.6-35b-a3b,5.61
h02,16742,0,"Meme is about a butterfly, not derealization",qwen3.6-35b-a3b,5.60
h02,23482,0,"Post is about yawning, not derealization",qwen3.6-35b-a3b,5.49
h02,8756,0,Post is unrelated to derealization or mirrors,qwen3.6-35b-a3b,5.49
h02,13617,0,"Post is about work leave, not derealization",qwen3.6-35b-a3b,6.02
h02,1380,0,"Post is about AI poetry, not the meme.",qwen3.6-35b-a3b,5.50
h02,7992,0,"Cat in bathtub, not mirror exercise",qwen3.6-35b-a3b,4.21
h02,22534,0,"Text about stuttering, not a cat meme",qwen3.6-35b-a3b,5.19
h02,20429,0,"Post is about Wolverine game trailer, not cats",qwen3.6-35b-a3b,5.36
h02,8394,0,"Post is about egg water, not derealization",qwen3.6-35b-a3b,5.21
h02,9386,0,"Post is about social media, not derealization",qwen3.6-35b-a3b,4.80
h02,17645,0,"Post is about a cat hunting a fly, not derealization exercises.",qwen3.6-35b-a3b,4.58
h02,17816,0,Wrong meme theme and context,qwen3.6-35b-a3b,5.60
h02,8563,0,No mirror or derealization exercise shown,qwen3.6-35b-a3b,9.61
h02,8812,0,"Post is about cat art, not derealization exercises",qwen3.6-35b-a3b,9.21
h02,3535,0,"Post is about a film, not a cat meme",qwen3.6-35b-a3b,5.15
h02,9182,0,"Post is about men, not derealization exercises",qwen3.6-35b-a3b,5.16
h02,9096,2,Image matches the described kitten and mirror scene,qwen3.6-35b-a3b,4.85
h02,8086,0,No mirror or derealization exercise shown,qwen3.6-35b-a3b,4.43
h02,1762,0,"Post is about Matt Damon, not a cat.",qwen3.6-35b-a3b,4.56
h02,8621,0,"Image shows a dog, not a cat.",qwen3.6-35b-a3b,4.65
h02,8696,0,"No mirror, derealization, or exercise",qwen3.6-35b-a3b,4.56
h02,8792,0,No mirror or derealization exercise shown,qwen3.6-35b-a3b,4.58
h02,9703,0,"No cat, mirror, or derealization exercise",qwen3.6-35b-a3b,4.76
h02,9421,0,No mirror or derealization exercise shown,qwen3.6-35b-a3b,4.78
h02,8921,1,"Cat meme about derealization, but wrong context",qwen3.6-35b-a3b,4.80
h02,9252,0,No cat or mirror exercise shown,qwen3.6-35b-a3b,4.71
h02,17424,0,No mirror or derealization exercise shown,qwen3.6-35b-a3b,4.39
h02,8487,0,No mention of derealization or mirror,qwen3.6-35b-a3b,2.26
h02,13963,1,Meme matches theme but not specific query,qwen3.6-35b-a3b,4.58
h02,16454,0,"Post is insulting meme, not derealization exercise",qwen3.6-35b-a3b,5.59
h02,16506,0,"Cat figurine, not derealization exercise",qwen3.6-35b-a3b,9.55
h02,16248,0,No cat or mirror mentioned,qwen3.6-35b-a3b,8.40
h02,8363,1,"Wolf in mirror, but no derealization exercise",qwen3.6-35b-a3b,4.63
h02,8403,0,"Image shows Sphinx, not derealization exercise",qwen3.6-35b-a3b,4.70
h02,10272,0,No mirror or derealization context,qwen3.6-35b-a3b,4.22
h02,7064,0,"Post is about a film, not a cat meme",qwen3.6-35b-a3b,4.94
h02,22657,0,"Post is about chemistry, not cats or derealization",qwen3.6-35b-a3b,5.99
h02,21389,0,"Post is about Black Mirror, not the query",qwen3.6-35b-a3b,5.61
h02,7271,0,"Post is about author Roger Zelazny, not cats.",qwen3.6-35b-a3b,6.13
h02,22842,0,No cat or derealization exercise mentioned,qwen3.6-35b-a3b,6.29
h02,25394,0,Post is about reading and Tim Powers,qwen3.6-35b-a3b,5.55
h02,17049,0,"Post is about shaving, not derealization",qwen3.6-35b-a3b,5.32
h02,25095,0,"Text is about a sci-fi author, not a cat",qwen3.6-35b-a3b,5.42
h02,24485,0,No cat or derealization meme,qwen3.6-35b-a3b,6.10
h02,17395,0,Wrong meme content and context,qwen3.6-35b-a3b,5.26
h02,24442,0,"Post is about AI theology, not cats.",qwen3.6-35b-a3b,5.40
h02,16612,0,"Irrelevant dark meme, not derealization exercise",qwen3.6-35b-a3b,5.80
h02,10096,0,"Post is about narcissism, not derealization",qwen3.6-35b-a3b,5.47
h02,1679,0,Irrelevant content about Billy Porter,qwen3.6-35b-a3b,4.41
h02,12555,0,Unrelated fake news about Wasserman,qwen3.6-35b-a3b,3.91
h02,20466,0,"No cat, mirror, or derealization mentioned",qwen3.6-35b-a3b,5.36
h02,9765,0,No mirror or derealization exercise shown,qwen3.6-35b-a3b,7.81
h02,9281,0,Unrelated meme about a kitten and dog,qwen3.6-35b-a3b,7.16
h02,9661,0,"Post is about cat and godhood, not derealization",qwen3.6-35b-a3b,4.85
h02,24417,0,"No cat, mirror, or derealization meme",qwen3.6-35b-a3b,5.98
h02,24441,0,"Post is about AI, not cats",qwen3.6-35b-a3b,6.34
h03,21750,0,"Post is about Zelda and DLSS, not Mondays",qwen3.6-35b-a3b,5.45
h03,5356,0,"Post is about Tom Cruise, not Monday jokes",qwen3.6-35b-a3b,4.96
h03,10990,2,Meme about Monday calls,qwen3.6-35b-a3b,5.06
h03,5510,0,"Post is about Marvel, not Mondays",qwen3.6-35b-a3b,4.71
h03,11210,0,No mention of Monday or related jokes,qwen3.6-35b-a3b,4.30
h03,6327,0,No jokes about Monday present,qwen3.6-35b-a3b,3.79
h03,11857,0,No jokes about Monday present,qwen3.6-35b-a3b,3.58
h03,25730,0,Not a joke about Monday,qwen3.6-35b-a3b,4.04
h03,9522,2,"Meme depicting days of the week, relevant to Monday jokes",qwen3.6-35b-a3b,4.64
h03,9735,0,"Post is about life decisions, not Monday jokes",qwen3.6-35b-a3b,5.04
h03,9142,2,Meme about disappointment on Monday,qwen3.6-35b-a3b,4.57
h03,25555,0,"Post is about Asimov, not Monday jokes",qwen3.6-35b-a3b,4.73
h03,18161,0,No jokes about Monday present,qwen3.6-35b-a3b,4.70
h03,10288,2,Directly matches Monday work jokes,qwen3.6-35b-a3b,4.87
h03,10547,0,"Post is about Instagram, not Mondays",qwen3.6-35b-a3b,3.42
h03,25282,0,"News about a board game, not jokes",qwen3.6-35b-a3b,3.07
h03,25947,0,"Post is about book translation, not Monday jokes",qwen3.6-35b-a3b,6.59
h03,18935,1,Mentions Monday but not jokes,qwen3.6-35b-a3b,11.34
h03,15639,2,Post directly addresses jokes about Monday,qwen3.6-35b-a3b,9.34
h03,5237,1,Mentions jokes but not about Monday,qwen3.6-35b-a3b,5.05
h03,5283,0,No joke content provided,qwen3.6-35b-a3b,4.32
h03,8900,2,Directly addresses Monday jokes with relevant meme,qwen3.6-35b-a3b,4.51
h03,457,0,No mention of Monday or related jokes,qwen3.6-35b-a3b,2.08
h03,5239,1,Related to weekdays but not Monday,qwen3.6-35b-a3b,4.51
h03,529,0,No mention of Monday jokes,qwen3.6-35b-a3b,3.97
h03,20467,0,"Post is about Sunday, not Monday",qwen3.6-35b-a3b,3.97
h03,23101,1,Mentions jokes but not specifically about Monday,qwen3.6-35b-a3b,4.31
h03,4778,2,Post is a joke about Monday,qwen3.6-35b-a3b,4.25
h03,5488,2,Post illustrates Monday mood with a quote,qwen3.6-35b-a3b,4.14
h03,10485,0,No jokes about Monday present,qwen3.6-35b-a3b,4.05
h03,16308,0,"Meme is about Sunday, not Monday",qwen3.6-35b-a3b,4.23
h03,18037,0,"Post is about Sunday, not Monday",qwen3.6-35b-a3b,4.37
h03,22937,0,No content related to Monday jokes,qwen3.6-35b-a3b,4.30
h03,23709,0,No jokes about Monday present,qwen3.6-35b-a3b,4.18
h03,24394,0,No content related to Monday jokes,qwen3.6-35b-a3b,4.46
h03,8244,0,"Greeting, not a joke about Monday",qwen3.6-35b-a3b,3.21
h03,9759,0,"Psychological analysis, not jokes",qwen3.6-35b-a3b,4.93
h03,12620,0,"Post is about emoticon history, not Monday jokes",qwen3.6-35b-a3b,6.43
h03,13420,0,"News about storage ban, not jokes",qwen3.6-35b-a3b,4.33
h03,16029,1,"Humor about days off, not specifically Monday",qwen3.6-35b-a3b,5.65
h03,9713,0,"Post is about ChatGPT, not Monday jokes",qwen3.6-35b-a3b,8.71
h03,4264,1,"Mentions Monday mood, but not jokes",qwen3.6-35b-a3b,7.41
h03,9228,2,Meme about five-day work week fits query,qwen3.6-35b-a3b,4.67
h03,18204,0,No jokes about Monday mentioned,qwen3.6-35b-a3b,5.30
h03,8879,0,"Post is about waking up, not Monday jokes",qwen3.6-35b-a3b,5.45
h03,6157,2,Post explicitly mentions Monday jokes,qwen3.6-35b-a3b,4.63
h03,15794,2,Meme directly addresses Monday work jokes,qwen3.6-35b-a3b,4.37
h04,15441,2,Directly matches meme query about HR and interviews,qwen3.6-35b-a3b,5.08
h04,15309,2,Meme about HR and job interviews,qwen3.6-35b-a3b,6.42
h04,15877,2,Directly matches meme topic about HR and interviews,qwen3.6-35b-a3b,6.58
h04,1817,0,"Post is about meme repetition, not HR/interviews",qwen3.6-35b-a3b,5.51
h04,13683,0,"Post is about meme censorship, not HR/interviews",qwen3.6-35b-a3b,5.72
h04,17744,0,No mention of HR or interviews,qwen3.6-35b-a3b,5.44
h04,15470,0,"Post is about trades, not HR or interviews",qwen3.6-35b-a3b,5.33
h04,10484,2,Post explicitly mentions showing memes,qwen3.6-35b-a3b,4.73
h04,8117,0,"Post is about spelling errors, not HR or interviews.",qwen3.6-35b-a3b,4.48
h04,7993,0,"Post is about an internet argument, not HR or interviews.",qwen3.6-35b-a3b,5.48
h04,15997,1,"Memes in chats, not HR interviews",qwen3.6-35b-a3b,5.87
h04,10810,0,No memes about HR or interviews,qwen3.6-35b-a3b,4.84
h04,12290,0,"Post is about meme posting productivity, not HR interviews.",qwen3.6-35b-a3b,4.33
h04,16309,0,"Post is about physical bodies, not HR or interviews",qwen3.6-35b-a3b,5.04
h04,16329,0,"Post is about reposting memes, not HR interviews.",qwen3.6-35b-a3b,4.90
h04,16081,2,Post shows a meme resume mocking HR and interviews,qwen3.6-35b-a3b,5.31
h04,9775,0,"Meme about stealing memes, not HR",qwen3.6-35b-a3b,5.12
h04,1963,1,Mentioned memes but not about HR or interviews,qwen3.6-35b-a3b,4.76
h04,20954,0,"Post is about Kolobok memes, not HR.",qwen3.6-35b-a3b,4.96
h04,10018,0,"Post is about memes, not HR or interviews",qwen3.6-35b-a3b,5.81
h04,16103,2,Meme about HR and interview confusion,qwen3.6-35b-a3b,4.34
h04,15500,2,Meme about HR and job interview mistake,qwen3.6-35b-a3b,3.80
h04,15236,2,Directly matches query about HR interview memes,qwen3.6-35b-a3b,5.23
h04,15635,2,Post is a meme about HR interview absurdity,qwen3.6-35b-a3b,9.65
h04,16173,2,Meme about HR and resume rejection,qwen3.6-35b-a3b,2.35
h04,15830,2,Meme about HRs and absurd interview requirements,qwen3.6-35b-a3b,5.00
h04,16477,2,Meme about HR discovering hobbies,qwen3.6-35b-a3b,4.81
h04,15408,2,Meme about HR and interviews,qwen3.6-35b-a3b,4.84
h04,15561,2,Directly matches meme about HR interview,qwen3.6-35b-a3b,5.59
h04,15951,2,Meme about HR and interview attentiveness test,qwen3.6-35b-a3b,5.81
h04,15527,2,Meme about HR and interview trickery,qwen3.6-35b-a3b,5.82
h04,15725,2,Direct meme about HR and job interviews,qwen3.6-35b-a3b,5.73
h04,5510,0,"Post is about Marvel, not HR or interviews",qwen3.6-35b-a3b,5.24
h04,15678,2,Meme about HR and interviews with profanity,qwen3.6-35b-a3b,5.32
h04,16702,0,"Post is about students, not HR or interviews",qwen3.6-35b-a3b,5.36
h04,15566,2,Meme about HR and job interviews,qwen3.6-35b-a3b,5.14
h04,15266,2,Meme about HR interview rejection,qwen3.6-35b-a3b,5.06
h04,15684,2,Meme about HR and job interview,qwen3.6-35b-a3b,5.02
h04,15489,2,Meme about HRs and interview delays,qwen3.6-35b-a3b,5.50
h04,15852,0,"News article, not a meme",qwen3.6-35b-a3b,6.51
h04,15772,1,"Related HR interview content, not a meme",qwen3.6-35b-a3b,5.65
h04,15541,1,Related topic but not a meme,qwen3.6-35b-a3b,5.98
h04,15616,2,Meme about HR and job interview,qwen3.6-35b-a3b,11.04
h04,15867,2,Meme about HRs and job interviews,qwen3.6-35b-a3b,9.74
h05,11043,2,Post directly addresses quitting vaping,qwen3.6-35b-a3b,4.89
h05,22229,2,Directly addresses quitting smoking,qwen3.6-35b-a3b,4.52
h05,11686,0,"Post is about smoking tobacco, not e-cigarettes",qwen3.6-35b-a3b,4.60
h05,7516,1,"Discusses quitting smoking, but not e-cigarettes",qwen3.6-35b-a3b,5.15
h05,24563,0,"Post is about reading, not quitting vaping",qwen3.6-35b-a3b,5.09
h05,8306,0,"Irrelevant meme about a strait, not quitting smoking",qwen3.6-35b-a3b,4.80
h05,24675,0,"Post discusses magazine failure, not quitting smoking",qwen3.6-35b-a3b,5.10
h05,17260,0,"Post is about quitting life, not smoking",qwen3.6-35b-a3b,4.96
h05,16881,0,"Post is about drinking, not quitting smoking",qwen3.6-35b-a3b,4.86
h05,20133,0,"Post is about anime, not quitting smoking",qwen3.6-35b-a3b,4.98
h05,16597,0,"Post is about gym, not quitting vaping",qwen3.6-35b-a3b,5.18
h05,15934,2,Meme about smoking breaks matches query,qwen3.6-35b-a3b,5.39
h05,15373,1,Related topic but not a meme,qwen3.6-35b-a3b,5.32
h05,25288,0,"Post is about cinema, not smoking.",qwen3.6-35b-a3b,6.34
h05,23867,0,"Post is about a jaguar, not smoking.",qwen3.6-35b-a3b,6.04
h05,25925,0,"Post is about books, not quitting smoking.",qwen3.6-35b-a3b,6.96
h05,20503,0,"Post is about gaming podcasts, not quitting smoking",qwen3.6-35b-a3b,11.45
h05,3112,0,"Post mentions no smoking, irrelevant to query",qwen3.6-35b-a3b,10.12
h05,23143,0,"Post discusses smoking cessation and dementia, not e-cigarettes.",qwen3.6-35b-a3b,6.70
h05,24634,0,"Post discusses book awards, not quitting smoking.",qwen3.6-35b-a3b,6.83
h05,11080,2,Post describes quitting electronic cigarettes,qwen3.6-35b-a3b,5.63
h05,11896,0,"Post is about oatmeal, not quitting vaping",qwen3.6-35b-a3b,4.42
h05,11823,0,"Post is about food, not smoking",qwen3.6-35b-a3b,4.44
h05,15137,0,"Post is about electric scooters, not vaping.",qwen3.6-35b-a3b,5.14
h05,12442,0,"Unrelated romantic meme, not about quitting smoking",qwen3.6-35b-a3b,5.29
h05,17112,0,"Post is about a meme, not quitting vaping",qwen3.6-35b-a3b,4.81
h05,23060,0,"Post is about defecation, not smoking",qwen3.6-35b-a3b,4.93
h05,12324,0,No post data provided,qwen3.6-35b-a3b,3.89
h05,11236,0,No post data provided,qwen3.6-35b-a3b,2.74
h05,11277,0,No post data provided,qwen3.6-35b-a3b,2.52
h05,23828,0,No post data provided,qwen3.6-35b-a3b,1.30
h05,11322,0,No post data provided,qwen3.6-35b-a3b,2.55
h05,12182,0,No post data provided,qwen3.6-35b-a3b,2.52
h05,12089,0,No post data provided,qwen3.6-35b-a3b,2.53
h05,20873,0,No post data provided,qwen3.6-35b-a3b,2.90
h05,11612,0,No post data provided,qwen3.6-35b-a3b,7.73
h05,7039,0,No post data provided,qwen3.6-35b-a3b,7.36
h05,22913,0,"Post is about CO2 reduction, not quitting vaping.",qwen3.6-35b-a3b,4.30
h05,24268,0,"Post discusses passive smoking, not quitting e-cigarettes",qwen3.6-35b-a3b,5.94
h05,22082,0,"Post is about physics electron, not vaping",qwen3.6-35b-a3b,5.82
h05,4889,0,"Post is about a movie, not quitting smoking",qwen3.6-35b-a3b,6.35
h05,24325,0,"Post is a science digest, not about quitting smoking",qwen3.6-35b-a3b,6.67
h05,10926,0,No post data provided,qwen3.6-35b-a3b,4.51
h05,10524,0,No post data provided,qwen3.6-35b-a3b,2.51
h05,10869,0,No post data provided,qwen3.6-35b-a3b,2.46
h05,24350,0,No post data provided,qwen3.6-35b-a3b,2.46
h05,7396,0,No post data provided,qwen3.6-35b-a3b,2.46
h05,23298,0,No post data provided,qwen3.6-35b-a3b,2.47
h05,9081,0,No post data provided,qwen3.6-35b-a3b,2.48
h05,4428,0,No post data provided,qwen3.6-35b-a3b,2.49
h05,24374,0,No post data provided,qwen3.6-35b-a3b,2.48
h05,24287,0,No post data provided,qwen3.6-35b-a3b,2.47
h05,23385,0,No post data provided,qwen3.6-35b-a3b,2.47
h05,10031,0,Irrelevant tea fonk edit post,qwen3.6-35b-a3b,3.45
h05,12552,0,"Post is about weather, not quitting smoking.",qwen3.6-35b-a3b,5.22
h05,9844,0,"Post is about smoking cigars, not quitting vaping.",qwen3.6-35b-a3b,9.56
h05,17071,0,"Post is about mental exhaustion, not quitting vaping.",qwen3.6-35b-a3b,8.94
h05,8005,0,"Post shows a man with POD, unrelated to quitting vaping.",qwen3.6-35b-a3b,4.90
h06,11022,2,Post directly discusses the query topic,qwen3.6-35b-a3b,4.72
h06,13505,0,"Post discusses domain blocking, not monetization",qwen3.6-35b-a3b,4.49
