query_id,post_id,found_by
s12,20943,hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2
s12,18148,hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5
s12,5012,hybrid+rerank:full@14
s12,19850,hybrid+rerank:full@17
s12,4033,hybrid+rerank:full@18
s12,7924,hybrid+rerank:full@19
s13,18459,bm25:full@1
s13,19097,bm25:full@2
s13,25701,bm25:full@3 dense:full@2 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@1
s13,2717,bm25:full@4
s13,24691,bm25:full@5
s13,7771,bm25:full@6
s13,19203,bm25:full@7
s13,2239,bm25:full@8
s13,25301,bm25:full@9
s13,4211,bm25:full@10
s13,24844,bm25:full@11 dense:full@4 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@7 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@7
s13,24942,bm25:full@12
s13,20832,bm25:full@13
s13,18996,bm25:full@14
s13,2928,bm25:full@15
s13,2856,bm25:full@16
s13,25468,bm25:full@17
s13,8343,bm25:full@18
s13,6826,bm25:full@19
s13,2760,bm25:full@20
s13,19974,dense:full@1 hybrid+rerank:full@14 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2
s13,24871,dense:full@3 hybrid+rerank:full@12 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4
s13,24665,dense:full@5 hybrid+rerank:full@18 hybrid:full@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10
s13,24886,dense:full@6 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@6 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@6 sparse:full@9
s13,24607,dense:full@7
s13,25426,dense:full@8
s13,24581,dense:full@9
s13,383,dense:full@10
s13,18610,dense:full@11
s13,24633,dense:full@12
s13,24879,dense:full@13 hybrid+rerank:full@13
s13,463,dense:full@14
s13,18144,dense:full@15 hybrid+rerank:full@17
s13,19736,dense:full@16 hybrid+rerank:full@11
s13,25761,dense:full@17
s13,18795,dense:full@18
s13,24631,dense:full@19
s13,250,dense:full@20
s13,25276,hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@2
s13,25440,hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@5 sparse:full@3
s13,19177,hybrid:full@8 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@8 sparse:full@4
s13,24658,hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8 hybrid:full@9 hybrid:text@10 hybrid:text_ocr@9 hybrid:text_ocr_caption@9 sparse:full@5
s13,24657,hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 sparse:full@6
s13,24905,sparse:full@7
s13,25180,sparse:full@8
s13,25666,sparse:full@10
s13,18520,hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2
s13,24612,hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3
s13,19786,hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7
s13,25092,hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10
s13,18263,hybrid+rerank:full@15
s13,21571,hybrid+rerank:full@16
s13,25258,hybrid+rerank:full@19
s13,24757,hybrid+rerank:full@20
s13,10521,hybrid:text@9
h01,5033,bm25:full@1
h01,18379,bm25:full@2
h01,19792,bm25:full@3
h01,22643,bm25:full@4
h01,13070,bm25:full@5
h01,11408,bm25:full@6 hybrid:full@6 hybrid:text@6 hybrid:text_ocr@7 hybrid:text_ocr_caption@6 sparse:full@3
h01,2894,bm25:full@7
h01,9234,bm25:full@8 hybrid+rerank:text@6
h01,9576,bm25:full@9
h01,23446,bm25:full@10
h01,4463,bm25:full@11
h01,20775,bm25:full@12
h01,10815,bm25:full@13 hybrid+rerank:text@7 hybrid:text@7 hybrid:text_ocr@10
h01,13661,bm25:full@14
h01,17747,bm25:full@15
h01,4735,bm25:full@16
h01,19377,bm25:full@17
h01,19372,bm25:full@18
h01,13042,bm25:full@19
h01,17836,bm25:full@20
h01,15302,dense:full@1 hybrid+rerank:full@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@2 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@2
h01,1906,dense:full@2 hybrid+rerank:full@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@4 hybrid:text_ocr_caption@3
h01,8592,dense:full@3 hybrid+rerank:full@14 hybrid:full@5 hybrid:text_ocr@9 hybrid:text_ocr_caption@5
h01,9416,dense:full@4 hybrid+rerank:full@5 hybrid+rerank:text_ocr_caption@5 hybrid:full@8 hybrid:text_ocr_caption@8
h01,10238,dense:full@5 hybrid+rerank:full@7 hybrid+rerank:text_ocr_caption@7 hybrid:full@9 hybrid:text_ocr_caption@9
h01,9907,dense:full@6 hybrid+rerank:full@10 hybrid+rerank:text_ocr_caption@10
h01,17473,dense:full@7
h01,8253,dense:full@8
h01,16661,dense:full@9 hybrid+rerank:full@11
h01,16133,dense:full@10 hybrid+rerank:full@8 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@8
h01,13816,dense:full@11
h01,13831,dense:full@12
h01,9295,dense:full@13 hybrid+rerank:full@16
h01,16018,dense:full@14 hybrid+rerank:full@9 hybrid+rerank:text_ocr_caption@9
h01,8178,dense:full@15
h01,15568,dense:full@16 hybrid+rerank:full@3 hybrid+rerank:text_ocr_caption@3
h01,8484,dense:full@17
h01,15631,dense:full@18 hybrid+rerank:full@4 hybrid+rerank:text_ocr_caption@4
h01,9464,dense:full@19 hybrid+rerank:full@6 hybrid+rerank:text_ocr_caption@6
h01,10221,dense:full@20 hybrid+rerank:full@13
h01,7316,hybrid:full@1 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@1 sparse:full@1
h01,24492,hybrid:full@3 hybrid:text@3 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@2
h01,14008,hybrid+rerank:full@15 hybrid:full@7 hybrid:text_ocr@1 hybrid:text_ocr_caption@7 sparse:full@4
h01,590,hybrid:full@10 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@10 sparse:full@5
h01,6289,sparse:full@6
h01,15241,hybrid+rerank:text@10 sparse:full@7
h01,20199,sparse:full@8
h01,21931,sparse:full@9
h01,12002,sparse:full@10
h01,24593,hybrid+rerank:full@12 hybrid+rerank:text@1
h01,15361,hybrid+rerank:full@17
h01,8288,hybrid+rerank:full@18
h01,8234,hybrid+rerank:full@19
h01,15609,hybrid+rerank:full@20
h01,15997,hybrid+rerank:text@4 hybrid:text@1
h01,15202,hybrid:text@4
h01,23510,hybrid:text@9 hybrid:text_ocr@6
h01,14302,hybrid:text@10
h01,17765,hybrid:text_ocr@3
h01,5283,hybrid+rerank:text@2
h01,15526,hybrid+rerank:text@3
h01,10972,hybrid+rerank:text@5
h01,23862,hybrid+rerank:text@8
h02,8575,bm25:full@1 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@1
h02,12032,bm25:full@2
h02,19731,bm25:full@3
h02,23218,bm25:full@4 hybrid+rerank:full@3 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@3 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@2 sparse:full@1
h02,16742,bm25:full@5
h02,23482,bm25:full@6
h02,8756,bm25:full@7
h02,13617,bm25:full@8
h02,1380,bm25:full@9
h02,7992,bm25:full@10
h02,22534,bm25:full@11
h02,20429,bm25:full@12
h02,8394,bm25:full@13
h02,9386,bm25:full@14
h02,17645,bm25:full@15
h02,17816,bm25:full@16
h02,8563,bm25:full@17
h02,8812,bm25:full@18
h02,3535,bm25:full@19
h02,9182,bm25:full@20
h02,9096,dense:full@2 hybrid+rerank:full@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@4 hybrid:text_ocr_caption@3
h02,8086,dense:full@3 hybrid+rerank:full@9 hybrid+rerank:text_ocr_caption@9 hybrid:full@5 hybrid:text_ocr_caption@6
h02,1762,dense:full@4 hybrid:full@8 hybrid:text@3 hybrid:text_ocr@4 hybrid:text_ocr_caption@8
h02,8621,dense:full@5 hybrid+rerank:full@7 hybrid+rerank:text_ocr_caption@7 hybrid:text_ocr_caption@9
h02,8696,dense:full@6 hybrid+rerank:full@11
h02,8792,dense:full@7 hybrid+rerank:full@10 hybrid+rerank:text_ocr_caption@10
h02,9703,dense:full@8
h02,9421,dense:full@9 hybrid+rerank:full@6 hybrid+rerank:text_ocr_caption@6
h02,8921,dense:full@10 hybrid+rerank:full@18
h02,9252,dense:full@11 hybrid+rerank:full@19 hybrid+rerank:text@2 hybrid:full@10 hybrid:text@2 hybrid:text_ocr@5 hybrid:text_ocr_caption@10
h02,17424,dense:full@12
h02,8487,dense:full@13
h02,13963,dense:full@14 hybrid+rerank:full@5 hybrid+rerank:text_ocr_caption@5
h02,16454,dense:full@15 hybrid+rerank:full@14
h02,16506,dense:full@16
h02,16248,dense:full@17 hybrid+rerank:full@16
h02,8363,dense:full@18
h02,8403,dense:full@19
h02,10272,dense:full@20 hybrid+rerank:full@8 hybrid+rerank:text_ocr_caption@8
h02,7064,hybrid+rerank:text@8 hybrid:full@3 hybrid:text@4 hybrid:text_ocr@3 hybrid:text_ocr_caption@4 sparse:full@2
h02,22657,hybrid:full@6 hybrid:text@5 hybrid:text_ocr@7 hybrid:text_ocr_caption@5 sparse:full@3
h02,21389,hybrid:full@7 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@7 sparse:full@4
h02,7271,hybrid:full@9 sparse:full@5
h02,22842,hybrid:text@8 sparse:full@6
h02,25394,hybrid+rerank:full@4 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@4 sparse:full@7
h02,17049,sparse:full@8
h02,25095,sparse:full@9
h02,24485,hybrid+rerank:full@12 hybrid+rerank:text@6 sparse:full@10
h02,17395,hybrid+rerank:full@13
h02,24442,hybrid+rerank:full@15 hybrid+rerank:text@7
h02,16612,hybrid+rerank:full@17
h02,10096,hybrid+rerank:full@20
h02,1679,hybrid+rerank:text@5 hybrid:text@6
h02,12555,hybrid+rerank:text@4 hybrid:text@7
h02,20466,hybrid:text@9
h02,9765,hybrid:text_ocr@6
h02,9281,hybrid:text_ocr@8
h02,9661,hybrid:text_ocr@9
h02,24417,hybrid+rerank:text@9
h02,24441,hybrid+rerank:text@10
h03,21750,bm25:full@1
h03,5356,bm25:full@2
h03,10990,bm25:full@3
h03,5510,bm25:full@4 dense:full@11
h03,11210,bm25:full@5 dense:full@7 hybrid:full@8 hybrid:text@8 hybrid:text_ocr_caption@8
h03,6327,bm25:full@6 sparse:full@7
h03,11857,bm25:full@7 hybrid:text@10 sparse:full@6
h03,25730,bm25:full@8 dense:full@10 hybrid+rerank:full@11 hybrid+rerank:text@4 hybrid:full@7 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@7 sparse:full@8
h03,9522,bm25:full@9 dense:full@8 hybrid+rerank:full@10 hybrid:text_ocr@7
h03,9735,bm25:full@10
h03,9142,bm25:full@11 dense:full@2 hybrid+rerank:full@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@3 hybrid:text_ocr@2 hybrid:text_ocr_caption@4
h03,25555,bm25:full@12
h03,18161,bm25:full@13
h03,10288,bm25:full@14 hybrid+rerank:full@1 hybrid+rerank:text_ocr_caption@1
h03,10547,bm25:full@15
h03,25282,bm25:full@16
h03,25947,bm25:full@17
h03,18935,bm25:full@18
h03,15639,bm25:full@19 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@9
h03,5237,bm25:full@20
h03,5283,dense:full@1 hybrid+rerank:full@4 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@4 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@5 hybrid:text_ocr_caption@2
h03,8900,dense:full@3 hybrid+rerank:full@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@1
h03,457,dense:full@4 hybrid+rerank:full@16 hybrid+rerank:text@9 hybrid:full@9 hybrid:text@4 hybrid:text_ocr_caption@9
h03,5239,dense:full@5 hybrid:text@7 hybrid:text_ocr_caption@10
h03,529,dense:full@6
h03,20467,dense:full@9
h03,23101,dense:full@12 hybrid+rerank:full@17 hybrid+rerank:text@10
h03,4778,dense:full@13 hybrid+rerank:full@13 hybrid+rerank:text@6 hybrid:full@4 hybrid:text@1 hybrid:text_ocr@4 hybrid:text_ocr_caption@3 sparse:full@2
h03,5488,dense:full@14 hybrid+rerank:full@9 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@10 hybrid:full@6 hybrid:text@3 hybrid:text_ocr@6 hybrid:text_ocr_caption@6 sparse:full@4
h03,10485,dense:full@15
h03,16308,dense:full@16 hybrid+rerank:full@19
h03,18037,dense:full@17
h03,22937,dense:full@18
h03,23709,dense:full@19
h03,24394,dense:full@20 hybrid+rerank:full@20
h03,8244,hybrid+rerank:full@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@5 hybrid:text_ocr@3 hybrid:text_ocr_caption@5 sparse:full@3
h03,9759,hybrid:full@10 sparse:full@5
h03,12620,hybrid:text@6 sparse:full@9
h03,13420,sparse:full@10
h03,16029,hybrid+rerank:full@5 hybrid+rerank:text_ocr_caption@5
h03,9713,hybrid+rerank:full@7 hybrid+rerank:text_ocr_caption@7
h03,4264,hybrid+rerank:full@12 hybrid+rerank:text@5
h03,9228,hybrid+rerank:full@14
h03,18204,hybrid+rerank:full@15 hybrid+rerank:text@7
h03,8879,hybrid+rerank:full@18 hybrid:text_ocr@10
h03,6157,hybrid+rerank:text_ocr_caption@8 hybrid:text@5 hybrid:text_ocr@8
h03,15794,hybrid+rerank:text@2
h04,15441,bm25:full@1 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@4 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@2
h04,15309,bm25:full@2 hybrid+rerank:text@7 hybrid:text@9 sparse:full@8
h04,15877,bm25:full@3 hybrid+rerank:full@16 hybrid+rerank:text@3 hybrid:full@2 hybrid:text@5 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@1
h04,1817,bm25:full@4
h04,13683,bm25:full@5
h04,17744,bm25:full@6
h04,15470,bm25:full@7
h04,10484,bm25:full@8
h04,8117,bm25:full@9
h04,7993,bm25:full@10
h04,15997,bm25:full@11
h04,10810,bm25:full@12
h04,12290,bm25:full@13
h04,16309,bm25:full@14
h04,16329,bm25:full@15
h04,16081,bm25:full@16 hybrid+rerank:full@6 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@6 hybrid:text@2
h04,9775,bm25:full@17
h04,1963,bm25:full@18
h04,20954,bm25:full@19
h04,10018,bm25:full@20
h04,16103,dense:full@2 hybrid+rerank:full@3 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@3 hybrid:full@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4
h04,15500,dense:full@3 hybrid+rerank:full@10 hybrid+rerank:text_ocr_caption@10 hybrid:full@5 hybrid:text_ocr_caption@5
h04,15236,dense:full@4 hybrid+rerank:full@2 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@2 hybrid:full@6 hybrid:text@3 hybrid:text_ocr@5 hybrid:text_ocr_caption@6 sparse:full@7
h04,15635,dense:full@5 hybrid+rerank:full@7 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@7 hybrid:full@3 hybrid:text@1 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@3
h04,16173,dense:full@6 hybrid+rerank:full@4 hybrid+rerank:text_ocr_caption@4 hybrid:text_ocr@10
h04,15830,dense:full@7 hybrid+rerank:full@9 hybrid+rerank:text_ocr_caption@9
h04,16477,dense:full@8 hybrid+rerank:full@13
h04,15408,dense:full@9 hybrid:full@10 hybrid:text@6 hybrid:text_ocr_caption@10 sparse:full@10
h04,15561,dense:full@10 hybrid+rerank:full@5 hybrid+rerank:text_ocr_caption@5 hybrid:text_ocr@8
h04,15951,dense:full@11 hybrid+rerank:full@14
h04,15527,dense:full@12 hybrid+rerank:full@8 hybrid+rerank:text_ocr_caption@8 hybrid:full@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@7 sparse:full@5
h04,15725,dense:full@13 hybrid:full@9 hybrid:text_ocr@6 hybrid:text_ocr_caption@9 sparse:full@6
h04,5510,dense:full@14 hybrid+rerank:text@9
h04,15678,dense:full@15
h04,16702,dense:full@16
h04,15566,dense:full@17 hybrid+rerank:full@11
h04,15266,dense:full@18
h04,15684,dense:full@19 hybrid:text@7
h04,15489,dense:full@20 hybrid+rerank:full@20
h04,15852,hybrid+rerank:full@18 hybrid+rerank:text@4 hybrid:full@8 hybrid:text@10 hybrid:text_ocr@9 hybrid:text_ocr_caption@8 sparse:full@4
h04,15772,hybrid+rerank:full@19 sparse:full@9
h04,15541,hybrid+rerank:full@12 hybrid+rerank:text@10
h04,15616,hybrid+rerank:full@15
h04,15867,hybrid+rerank:full@17 hybrid:text@8
h05,11043,bm25:full@1 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@1
h05,22229,bm25:full@2 dense:full@10 hybrid+rerank:full@8 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@8 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@2
h05,11686,bm25:full@3 hybrid:full@4 hybrid:text@5 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@3
h05,7516,bm25:full@4 hybrid:full@7 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@8 sparse:full@4
h05,24563,bm25:full@5 dense:full@6
h05,8306,bm25:full@6
h05,24675,bm25:full@7
h05,17260,bm25:full@8
h05,16881,bm25:full@9
h05,20133,bm25:full@10
h05,16597,bm25:full@11
h05,15934,bm25:full@12
h05,15373,bm25:full@13 hybrid+rerank:full@9 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@9 hybrid:full@9 hybrid:text@10 hybrid:text_ocr@9 hybrid:text_ocr_caption@9 sparse:full@5
h05,25288,bm25:full@14
h05,23867,bm25:full@15
h05,25925,bm25:full@16
h05,20503,bm25:full@17
h05,3112,bm25:full@18
h05,23143,bm25:full@19 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 sparse:full@8
h05,24634,bm25:full@20
h05,11080,dense:full@2 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3
h05,11896,dense:full@3 hybrid:full@5 hybrid:text@7 hybrid:text_ocr_caption@5
h05,11823,dense:full@4 hybrid+rerank:full@6 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@6 hybrid:full@8 hybrid:text@9 hybrid:text_ocr_caption@7
h05,15137,dense:full@5 hybrid:full@6 hybrid:text_ocr_caption@6
h05,12442,dense:full@7
h05,17112,dense:full@8 hybrid+rerank:full@5 hybrid+rerank:text_ocr_caption@5
h05,23060,dense:full@9 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3
h05,12324,dense:full@11
h05,11236,dense:full@12
h05,11277,dense:full@13
h05,23828,dense:full@14
h05,11322,dense:full@15
h05,12182,dense:full@16
h05,12089,dense:full@17
h05,20873,dense:full@18
h05,11612,dense:full@19
h05,7039,dense:full@20
h05,22913,hybrid:full@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10 sparse:full@6
h05,24268,sparse:full@7
h05,22082,sparse:full@9
h05,4889,sparse:full@10
h05,24325,hybrid+rerank:full@7 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@7
h05,10926,hybrid+rerank:full@10 hybrid+rerank:text_ocr_caption@10
h05,10524,hybrid+rerank:full@11
h05,10869,hybrid+rerank:full@12
h05,24350,hybrid+rerank:full@13
h05,7396,hybrid+rerank:full@14
h05,23298,hybrid+rerank:full@15
h05,9081,hybrid+rerank:full@16
h05,4428,hybrid+rerank:full@17
h05,24374,hybrid+rerank:full@18
h05,24287,hybrid+rerank:full@19
h05,23385,hybrid+rerank:full@20
h05,10031,hybrid+rerank:text@8 hybrid:text@4 hybrid:text_ocr@7
h05,12552,hybrid:text@8
h05,9844,hybrid:text_ocr@5
h05,17071,hybrid:text_ocr@8
h05,8005,hybrid+rerank:text@10
h06,11022,bm25:full@1 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@1
h06,13505,bm25:full@2
h06,12050,bm25:full@3 dense:full@9 hybrid:full@10 hybrid:text_ocr_caption@10
h06,13098,bm25:full@4
h06,13366,bm25:full@5
h06,12860,bm25:full@6
h06,17773,bm25:full@7 sparse:full@9
h06,16316,bm25:full@8
h06,11820,bm25:full@9
h06,10952,bm25:full@10
h06,1578,bm25:full@11 hybrid:text@7
h06,8529,bm25:full@12 sparse:full@10
h06,14316,bm25:full@13
h06,14801,bm25:full@14
h06,10509,bm25:full@15 dense:full@14 hybrid+rerank:full@6 hybrid+rerank:text_ocr_caption@6 hybrid:text_ocr@10
h06,17842,bm25:full@16
h06,11132,bm25:full@17
h06,21317,bm25:full@18
h06,25510,bm25:full@19
h06,11528,bm25:full@20
h06,11478,dense:full@2 hybrid+rerank:full@5 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@5 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@2
h06,14888,dense:full@3 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@3
h06,10537,dense:full@4 hybrid+rerank:full@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@4 hybrid:text@8 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@4
h06,11339,dense:full@5 hybrid+rerank:full@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@5 sparse:full@6
h06,15863,dense:full@6 hybrid+rerank:full@17 hybrid+rerank:text@9 hybrid:full@5 hybrid:text@6 hybrid:text_ocr@5 hybrid:text_ocr_caption@6 sparse:full@5
h06,15230,dense:full@7 hybrid+rerank:full@15 hybrid:full@7 hybrid:text@10 hybrid:text_ocr_caption@7
h06,12049,dense:full@8 hybrid:full@8 hybrid:text_ocr@7 hybrid:text_ocr_caption@8
h06,12069,dense:full@10 hybrid+rerank:full@12 hybrid+rerank:text@10 hybrid:full@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@9
h06,11285,dense:full@11 hybrid+rerank:full@7 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@7
h06,11620,dense:full@12 hybrid+rerank:full@11 hybrid+rerank:text@7
h06,11109,dense:full@13 hybrid+rerank:full@14
h06,10489,dense:full@15 hybrid+rerank:full@18
h06,11926,dense:full@16
h06,14803,dense:full@17 hybrid+rerank:full@9 hybrid+rerank:text_ocr_caption@9
h06,10647,dense:full@18
h06,10708,dense:full@19 hybrid+rerank:full@8 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@8
h06,11397,dense:full@20
h06,12073,hybrid+rerank:full@10 hybrid+rerank:text_ocr_caption@10 sparse:full@7
h06,10634,hybrid+rerank:full@16 hybrid:text@5 sparse:full@8
h06,12304,hybrid+rerank:full@13
h06,25232,hybrid+rerank:full@19
h06,24565,hybrid+rerank:full@20
h06,12065,hybrid+rerank:text@8 hybrid:text@4
h06,12204,hybrid:text@9
h06,12609,hybrid+rerank:text@3 hybrid:text_ocr@8
h07,16370,bm25:full@1 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@1
h07,12002,bm25:full@2 hybrid+rerank:full@16
h07,9576,bm25:full@3
h07,8446,bm25:full@4
h07,25274,bm25:full@5
h07,16786,bm25:full@6
h07,9101,bm25:full@7
h07,16516,bm25:full@8
h07,25159,bm25:full@9
h07,17082,bm25:full@10
h07,11172,bm25:full@11
h07,9735,bm25:full@12
h07,17110,bm25:full@13
h07,22933,bm25:full@14
h07,25845,bm25:full@15
h07,13774,bm25:full@16
h07,16480,bm25:full@17
h07,10197,bm25:full@18
h07,8689,bm25:full@19
h07,8267,bm25:full@20
h07,16408,dense:full@2 hybrid+rerank:full@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@3 hybrid:text_ocr@7 hybrid:text_ocr_caption@3
h07,17429,dense:full@3 hybrid+rerank:full@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@5 hybrid:text_ocr_caption@5
h07,16387,dense:full@4 hybrid+rerank:full@11 hybrid:full@7 hybrid:text_ocr_caption@6
h07,16607,dense:full@5 hybrid+rerank:full@15 hybrid:full@9 hybrid:text_ocr_caption@9
h07,8920,dense:full@6 hybrid+rerank:full@9 hybrid+rerank:text_ocr_caption@9
h07,17366,dense:full@7 hybrid+rerank:full@12
h07,17782,dense:full@8 hybrid+rerank:full@7 hybrid+rerank:text_ocr_caption@7
h07,16426,dense:full@9
h07,17023,dense:full@10 hybrid+rerank:full@4 hybrid+rerank:text_ocr_caption@4 hybrid:text_ocr@2
h07,16816,dense:full@11 hybrid+rerank:full@5 hybrid+rerank:text_ocr_caption@5
h07,9758,dense:full@12
h07,10004,dense:full@13 hybrid+rerank:full@17
h07,9968,dense:full@14
h07,17519,dense:full@15 hybrid+rerank:full@8 hybrid+rerank:text_ocr_caption@8
h07,16859,dense:full@16
h07,8109,dense:full@17 hybrid+rerank:full@19
h07,8281,dense:full@18
h07,16247,dense:full@19
h07,8548,dense:full@20 hybrid+rerank:full@3 hybrid+rerank:text_ocr_caption@3
h07,16284,hybrid:full@2 hybrid:text_ocr@4 hybrid:text_ocr_caption@2 sparse:full@2
h07,7398,hybrid:full@4 hybrid:text@4 hybrid:text_ocr@6 hybrid:text_ocr_caption@4 sparse:full@3
h07,17018,hybrid:full@6 hybrid:text_ocr@3 hybrid:text_ocr_caption@7 sparse:full@4
h07,16081,hybrid:full@8 hybrid:text_ocr_caption@8 sparse:full@5
h07,17518,hybrid:full@10 hybrid:text_ocr@8 hybrid:text_ocr_caption@10 sparse:full@6
h07,4147,hybrid:text@6 sparse:full@7
h07,17703,sparse:full@8
h07,10474,hybrid:text@9 sparse:full@9
h07,17994,hybrid+rerank:full@14 hybrid+rerank:text@10 sparse:full@10
h07,8397,hybrid+rerank:full@10 hybrid+rerank:text_ocr_caption@10
h07,16205,hybrid+rerank:full@13
